#ZONE  log(T)         X              WORK(P)         WORK(P_NU)      WORK(P_T)        CWORK(P)        CWORK(P_NU)        CWORK(P_T)
103  0.51664299E+01  0.73042680E+00  0.18766224E-04 -0.24503305E-08  0.00000000E+00 -0.40530203E-03 -0.41086485E-05  0.00000000E+00
102  0.51470555E+01  0.74029452E+00  0.18199930E-04 -0.20328751E-09  0.00000000E+00 -0.38710210E-03 -0.41088518E-05  0.00000000E+00
101  0.51276058E+01  0.74988695E+00  0.12627037E-04 -0.58575720E-08  0.00000000E+00 -0.37447507E-03 -0.41147094E-05  0.00000000E+00
100  0.51081993E+01  0.75920609E+00  0.64365059E-05 -0.19750011E-07  0.00000000E+00 -0.36803856E-03 -0.41344594E-05  0.00000000E+00
 99  0.50889344E+01  0.76825708E+00 -0.53152947E-06 -0.41921446E-07  0.00000000E+00 -0.36857009E-03 -0.41763809E-05  0.00000000E+00
 98  0.50698897E+01  0.77704737E+00 -0.11131360E-04 -0.72143133E-07  0.00000000E+00 -0.37970145E-03 -0.42485240E-05  0.00000000E+00
 97  0.50511434E+01  0.78558629E+00 -0.30080556E-04 -0.10997789E-06  0.00000000E+00 -0.40978201E-03 -0.43585019E-05  0.00000000E+00
 96  0.50327471E+01  0.79388424E+00 -0.62465862E-04 -0.15477984E-06  0.00000000E+00 -0.47224787E-03 -0.45132817E-05  0.00000000E+00
 95  0.50147286E+01  0.80195188E+00 -0.11848671E-03 -0.20580524E-06  0.00000000E+00 -0.59073458E-03 -0.47190870E-05  0.00000000E+00
 94  0.49971131E+01  0.80980009E+00 -0.20874799E-03 -0.26219423E-06  0.00000000E+00 -0.79948257E-03 -0.49812812E-05  0.00000000E+00
 93  0.49799032E+01  0.81743931E+00 -0.33864596E-03 -0.32286015E-06  0.00000000E+00 -0.11381285E-02 -0.53041413E-05  0.00000000E+00
 92  0.49630916E+01  0.82487940E+00 -0.52742389E-03 -0.38689055E-06  0.00000000E+00 -0.16655524E-02 -0.56910319E-05  0.00000000E+00
 91  0.49466735E+01  0.83212969E+00 -0.78997685E-03 -0.45318457E-06  0.00000000E+00 -0.24555293E-02 -0.61442165E-05  0.00000000E+00
 90  0.49306318E+01  0.83919872E+00 -0.11398112E-02 -0.52041867E-06  0.00000000E+00 -0.35953405E-02 -0.66646351E-05  0.00000000E+00
 89  0.49149435E+01  0.84609418E+00 -0.16104609E-02 -0.58769639E-06  0.00000000E+00 -0.52058014E-02 -0.72523315E-05  0.00000000E+00
 88  0.48995865E+01  0.85282297E+00 -0.22380611E-02 -0.65421973E-06  0.00000000E+00 -0.74438625E-02 -0.79065512E-05  0.00000000E+00
 87  0.48845339E+01  0.85939114E+00 -0.30473633E-02 -0.71912436E-06  0.00000000E+00 -0.10491226E-01 -0.86256756E-05  0.00000000E+00
 86  0.48697516E+01  0.86580378E+00 -0.40507364E-02 -0.78178142E-06  0.00000000E+00 -0.14541962E-01 -0.94074570E-05  0.00000000E+00
 85  0.48552024E+01  0.87206499E+00 -0.52399434E-02 -0.84227331E-06  0.00000000E+00 -0.19781906E-01 -0.10249730E-04  0.00000000E+00
 84  0.48408523E+01  0.87817803E+00 -0.65600978E-02 -0.90135499E-06  0.00000000E+00 -0.26342003E-01 -0.11151085E-04  0.00000000E+00
 83  0.48266672E+01  0.88414529E+00 -0.78850974E-02 -0.95910910E-06  0.00000000E+00 -0.34227101E-01 -0.12110194E-04  0.00000000E+00
 82  0.48126017E+01  0.88996814E+00 -0.90270039E-02 -0.10140934E-05  0.00000000E+00 -0.43254105E-01 -0.13124288E-04  0.00000000E+00
 81  0.47985898E+01  0.89564666E+00 -0.97744003E-02 -0.10630053E-05  0.00000000E+00 -0.53028505E-01 -0.14187293E-04  0.00000000E+00
 80  0.47845406E+01  0.90117922E+00 -0.99292484E-02 -0.11024823E-05  0.00000000E+00 -0.62957753E-01 -0.15289775E-04  0.00000000E+00
 79  0.47703525E+01  0.90656250E+00 -0.93188257E-02 -0.11313066E-05  0.00000000E+00 -0.72276579E-01 -0.16421082E-04  0.00000000E+00
 78  0.47559192E+01  0.91179143E+00 -0.78064216E-02 -0.11463288E-05  0.00000000E+00 -0.80083001E-01 -0.17567411E-04  0.00000000E+00
 77  0.47410906E+01  0.91685872E+00 -0.53037454E-02 -0.11402729E-05  0.00000000E+00 -0.85386746E-01 -0.18707684E-04  0.00000000E+00
 76  0.47256478E+01  0.92175394E+00 -0.17800499E-02 -0.11084472E-05  0.00000000E+00 -0.87166796E-01 -0.19816131E-04  0.00000000E+00
 75  0.47093257E+01  0.92646320E+00  0.26893229E-02 -0.10511859E-05  0.00000000E+00 -0.84477473E-01 -0.20867317E-04  0.00000000E+00
 74  0.46917544E+01  0.93096799E+00  0.55344157E-02 -0.20088012E-02  0.00000000E+00 -0.78943057E-01 -0.20296685E-02  0.00000000E+00
 73  0.46737075E+01  0.93526166E+00  0.69701388E-02 -0.35268501E-02  0.00000000E+00 -0.71972919E-01 -0.55565186E-02  0.00000000E+00
 72  0.46557931E+01  0.93934660E+00  0.76309669E-02 -0.40104549E-02  0.00000000E+00 -0.64341952E-01 -0.95669735E-02  0.00000000E+00
 71  0.46380660E+01  0.94322726E+00  0.75865666E-02 -0.40706616E-02  0.00000000E+00 -0.56755385E-01 -0.13637635E-01  0.00000000E+00
 70  0.46203696E+01  0.94690856E+00  0.70762655E-02 -0.38333689E-02  0.00000000E+00 -0.49679120E-01 -0.17471004E-01  0.00000000E+00
 69  0.46024548E+01  0.95039508E+00  0.63046286E-02 -0.33702778E-02  0.00000000E+00 -0.43374491E-01 -0.20841282E-01  0.00000000E+00
 68  0.45842236E+01  0.95369211E+00  0.54031736E-02 -0.27269039E-02  0.00000000E+00 -0.37971317E-01 -0.23568186E-01  0.00000000E+00
 67  0.45658859E+01  0.95680701E+00  0.45143028E-02 -0.18916358E-02  0.00000000E+00 -0.33457015E-01 -0.25459822E-01  0.00000000E+00
 66  0.45478012E+01  0.95974882E+00  0.39375056E-02 -0.60500504E-03  0.00000000E+00 -0.29519509E-01 -0.26064827E-01  0.00000000E+00
 65  0.45302490E+01  0.96252681E+00  0.33013016E-02 -0.62075419E-06  0.00000000E+00 -0.26218207E-01 -0.26065447E-01  0.00000000E+00
 64  0.45132448E+01  0.96514855E+00  0.27007632E-02 -0.58192492E-06  0.00000000E+00 -0.23517444E-01 -0.26066029E-01  0.00000000E+00
 63  0.44967086E+01  0.96761978E+00  0.23415220E-02 -0.53992915E-06  0.00000000E+00 -0.21175922E-01 -0.26066569E-01  0.00000000E+00
 62  0.44805440E+01  0.96994490E+00  0.21677301E-02 -0.49624675E-06  0.00000000E+00 -0.19008192E-01 -0.26067065E-01  0.00000000E+00
 61  0.44646379E+01  0.97212723E+00  0.21326873E-02 -0.45264300E-06  0.00000000E+00 -0.16875505E-01 -0.26067518E-01  0.00000000E+00
 60  0.44488652E+01  0.97416931E+00  0.22062959E-02 -0.41009489E-06  0.00000000E+00 -0.14669209E-01 -0.26067928E-01  0.00000000E+00
 59  0.44330558E+01  0.97607300E+00  0.23721358E-02 -0.36926366E-06  0.00000000E+00 -0.12297073E-01 -0.26068297E-01  0.00000000E+00
 58  0.44169825E+01  0.97783953E+00  0.24980747E-02 -0.37772503E-03  0.00000000E+00 -0.97989984E-02 -0.26446022E-01  0.00000000E+00
 57  0.44004026E+01  0.97946986E+00  0.26880268E-02 -0.77159753E-03  0.00000000E+00 -0.71109716E-02 -0.27217620E-01  0.00000000E+00
 56  0.43830208E+01  0.98096484E+00  0.29970510E-02 -0.99472704E-03  0.00000000E+00 -0.41139205E-02 -0.28212347E-01  0.00000000E+00
 55  0.43643867E+01  0.98232504E+00  0.34268367E-02 -0.11691427E-02  0.00000000E+00 -0.68708383E-03 -0.29381490E-01  0.00000000E+00
 54  0.43438340E+01  0.98355060E+00  0.40105172E-02 -0.13317110E-02  0.00000000E+00  0.33234333E-02 -0.30713201E-01  0.00000000E+00
 53  0.43205168E+01  0.98464115E+00  0.47619165E-02 -0.14858493E-02  0.00000000E+00  0.80853498E-02 -0.32199050E-01  0.00000000E+00
 52  0.42938770E+01  0.98559693E+00  0.55110362E-02 -0.15493624E-02  0.00000000E+00  0.13596386E-01 -0.33748412E-01  0.00000000E+00
 51  0.42644825E+01  0.98642131E+00  0.59403875E-02 -0.14304276E-02  0.00000000E+00  0.19536774E-01 -0.35178840E-01  0.00000000E+00
 50  0.42319608E+01  0.98712102E+00  0.61804042E-02 -0.12590719E-02  0.00000000E+00  0.25717178E-01 -0.36437912E-01  0.00000000E+00
 49  0.41931253E+01  0.98770390E+00  0.63060090E-02 -0.11534085E-02  0.00000000E+00  0.32023187E-01 -0.37591320E-01  0.00000000E+00
 48  0.41527622E+01  0.98818365E+00  0.49752103E-02 -0.76677918E-03  0.00000000E+00  0.36998397E-01 -0.38358100E-01  0.00000000E+00
 47  0.41233143E+01  0.98858262E+00  0.34791248E-02 -0.44041990E-03  0.00000000E+00  0.40477522E-01 -0.38798519E-01  0.00000000E+00
 46  0.41030415E+01  0.98891800E+00  0.25764592E-02 -0.27546635E-03  0.00000000E+00  0.43053981E-01 -0.39073986E-01  0.00000000E+00
 45  0.40879173E+01  0.98920167E+00  0.20103042E-02 -0.18525413E-03  0.00000000E+00  0.45064285E-01 -0.39259240E-01  0.00000000E+00
 44  0.40757634E+01  0.98944246E+00  0.16194606E-02 -0.13144781E-03  0.00000000E+00  0.46683746E-01 -0.39390688E-01  0.00000000E+00
 43  0.40654996E+01  0.98964732E+00  0.13291486E-02 -0.97569110E-04  0.00000000E+00  0.48012895E-01 -0.39488257E-01  0.00000000E+00
 42  0.40565501E+01  0.98982191E+00  0.11056987E-02 -0.75605185E-04  0.00000000E+00  0.49118593E-01 -0.39563862E-01  0.00000000E+00
 41  0.40485823E+01  0.98997094E+00  0.92811252E-03 -0.60923718E-04  0.00000000E+00  0.50046706E-01 -0.39624786E-01  0.00000000E+00
 40  0.40413927E+01  0.99009831E+00  0.78442401E-03 -0.50781544E-04  0.00000000E+00  0.50831130E-01 -0.39675567E-01  0.00000000E+00
 39  0.40343894E+01  0.99022318E+00  0.76343213E-03 -0.49947516E-04  0.00000000E+00  0.51594562E-01 -0.39725515E-01  0.00000000E+00
 38  0.40269795E+01  0.99034540E+00  0.74446927E-03 -0.50577136E-04  0.00000000E+00  0.52339031E-01 -0.39776092E-01  0.00000000E+00
 37  0.40190262E+01  0.99046481E+00  0.72724394E-03 -0.52756362E-04  0.00000000E+00  0.53066275E-01 -0.39828848E-01  0.00000000E+00
 36  0.40103493E+01  0.99058123E+00  0.71247345E-03 -0.56829778E-04  0.00000000E+00  0.53778749E-01 -0.39885678E-01  0.00000000E+00
 35  0.40007018E+01  0.99069444E+00  0.70049380E-03 -0.63188910E-04  0.00000000E+00  0.54479242E-01 -0.39948867E-01  0.00000000E+00
 34  0.39897306E+01  0.99080418E+00  0.69207737E-03 -0.72442225E-04  0.00000000E+00  0.55171320E-01 -0.40021309E-01  0.00000000E+00
 33  0.39769131E+01  0.99091017E+00  0.68834416E-03 -0.85481063E-04  0.00000000E+00  0.55859664E-01 -0.40106790E-01  0.00000000E+00
 32  0.39614590E+01  0.99101204E+00  0.68994926E-03 -0.10314999E-03  0.00000000E+00  0.56549613E-01 -0.40209940E-01  0.00000000E+00
 31  0.39422358E+01  0.99110941E+00  0.68972153E-03 -0.12255666E-03  0.00000000E+00  0.57239335E-01 -0.40332497E-01  0.00000000E+00
 30  0.39182528E+01  0.99120205E+00  0.64189786E-03 -0.12060255E-03  0.00000000E+00  0.57881232E-01 -0.40453099E-01  0.00000000E+00
 29  0.38913834E+01  0.99129050E+00  0.47110580E-03 -0.64043029E-04  0.00000000E+00  0.58352338E-01 -0.40517142E-01  0.00000000E+00
 28  0.38673382E+01  0.99137636E+00  0.28689514E-03 -0.15661314E-04  0.00000000E+00  0.58639233E-01 -0.40532804E-01  0.00000000E+00
 27  0.38484960E+01  0.99146121E+00  0.18672174E-03 -0.34985064E-05  0.00000000E+00  0.58825955E-01 -0.40536302E-01  0.00000000E+00
 26  0.38336723E+01  0.99154614E+00  0.13590473E-03 -0.23339558E-05  0.00000000E+00  0.58961860E-01 -0.40538636E-01  0.00000000E+00
 25  0.38216228E+01  0.99163189E+00  0.10586456E-03 -0.28057056E-05  0.00000000E+00  0.59067724E-01 -0.40541442E-01  0.00000000E+00
 24  0.38116021E+01  0.99171905E+00  0.85983134E-04 -0.30655555E-05  0.00000000E+00  0.59153708E-01 -0.40544508E-01  0.00000000E+00
 23  0.38031236E+01  0.99180814E+00  0.72046703E-04 -0.27119762E-05  0.00000000E+00  0.59225754E-01 -0.40547220E-01  0.00000000E+00
 22  0.37958365E+01  0.99189961E+00  0.62190593E-04 -0.12831434E-05  0.00000000E+00  0.59287945E-01 -0.40548503E-01  0.00000000E+00
 21  0.37894824E+01  0.99199395E+00  0.54487136E-04 -0.27592585E-08  0.00000000E+00  0.59342432E-01 -0.40548505E-01  0.00000000E+00
 20  0.37838722E+01  0.99209161E+00  0.47953177E-04 -0.30517699E-08  0.00000000E+00  0.59390385E-01 -0.40548508E-01  0.00000000E+00
 19  0.37788676E+01  0.99219311E+00  0.42729037E-04 -0.33009889E-08  0.00000000E+00  0.59433114E-01 -0.40548512E-01  0.00000000E+00
 18  0.37743671E+01  0.99229901E+00  0.38467105E-04 -0.35155228E-08  0.00000000E+00  0.59471581E-01 -0.40548515E-01  0.00000000E+00
 17  0.37702938E+01  0.99240993E+00  0.34933366E-04 -0.37022797E-08  0.00000000E+00  0.59506515E-01 -0.40548519E-01  0.00000000E+00
 16  0.37665882E+01  0.99252658E+00  0.31964388E-04 -0.38667533E-08  0.00000000E+00  0.59538479E-01 -0.40548523E-01  0.00000000E+00
 15  0.37632034E+01  0.99264983E+00  0.29442673E-04 -0.40133280E-08  0.00000000E+00  0.59567922E-01 -0.40548527E-01  0.00000000E+00
 14  0.37601019E+01  0.99278067E+00  0.27281895E-04 -0.41455372E-08  0.00000000E+00  0.59595204E-01 -0.40548531E-01  0.00000000E+00
 13  0.37572534E+01  0.99292031E+00  0.25417131E-04 -0.42662971E-08  0.00000000E+00  0.59620621E-01 -0.40548535E-01  0.00000000E+00
 12  0.37546329E+01  0.99307027E+00  0.23798960E-04 -0.43780668E-08  0.00000000E+00  0.59644420E-01 -0.40548540E-01  0.00000000E+00
 11  0.37522200E+01  0.99323242E+00  0.22389521E-04 -0.44829826E-08  0.00000000E+00  0.59666809E-01 -0.40548544E-01  0.00000000E+00
 10  0.37499978E+01  0.99340917E+00  0.21159379E-04 -0.45830029E-08  0.00000000E+00  0.59687969E-01 -0.40548549E-01  0.00000000E+00
  9  0.37479524E+01  0.99360370E+00  0.20085620E-04 -0.46800368E-08  0.00000000E+00  0.59708054E-01 -0.40548553E-01  0.00000000E+00
  8  0.37460725E+01  0.99382028E+00  0.19150544E-04 -0.47760889E-08  0.00000000E+00  0.59727205E-01 -0.40548558E-01  0.00000000E+00
  7  0.37443495E+01  0.99406491E+00  0.18340914E-04 -0.48734470E-08  0.00000000E+00  0.59745546E-01 -0.40548563E-01  0.00000000E+00
  6  0.37427769E+01  0.99434636E+00  0.17647817E-04 -0.49749766E-08  0.00000000E+00  0.59763194E-01 -0.40548568E-01  0.00000000E+00
  5  0.37413507E+01  0.99467819E+00  0.17067263E-04 -0.50846533E-08  0.00000000E+00  0.59780261E-01 -0.40548573E-01  0.00000000E+00
  4  0.37400699E+01  0.99508302E+00  0.16602377E-04 -0.52086583E-08  0.00000000E+00  0.59796863E-01 -0.40548578E-01  0.00000000E+00
  3  0.37389367E+01  0.99560297E+00  0.16269493E-04 -0.53580883E-08  0.00000000E+00  0.59813133E-01 -0.40548584E-01  0.00000000E+00
  2  0.37379590E+01  0.99633101E+00  0.16116547E-04 -0.55611888E-08  0.00000000E+00  0.59829249E-01 -0.40548589E-01  0.00000000E+00
  1  0.37368539E+01  0.10000000E+01  0.33771165E-04  0.00000000E+00  0.00000000E+00  0.59863020E-01 -0.40548589E-01  0.00000000E+00
#KINETIC ENERGY: 0.10120318E+43
