                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11 
                          version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                burn_min1                                burn_min2                                     msun                                     rsun                                     lsun 
                              "d9e66b3b"                               "gfortran"                                 "13.3.0"                   "x86_64-linux-25.12.1"                                 "CRMATH"                               "20260108"                  5.0000000000000000E+001                  1.0000000000000000E+003                  1.9884098706980504E+033                  6.9570000000000000E+010                  3.8280000000000003E+033 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52                                       53                                       54                                       55                                       56                                       57                                       58                                       59                                       60                                       61                                       62                                       63                                       64                                       65                                       66 
                                    3670                                     1619                  1.0683824901898021E+009                  7.4538331801699158E+010                  3.3732757017535229E+000                  2.0000000000000000E+000                  3.3599535906024649E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999046655070156E-001                  1.9468213113366820E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999046655070156E-001                  1.9455915048275391E-001                  7.4214657807289641E-002                  2.6707616675941570E-002                  2.9388063795954427E+000                 -4.0307368821078633E+000                 -5.4847289788348563E+000                  2.9388064278176533E+000                 -7.9403166991693352E-001                  2.9387260294927384E+000                 -4.0307368821078633E+000                  7.6482187170457489E+032                  7.6498080371144806E+032                  7.6757510774137644E+032                  7.6809323750119977E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  3.8504398670331202E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.5564996325008428E+003                  3.7769012138049857E+003                  3.5771356258493832E+000                  2.9423399786042745E+000                  1.8395518984678680E+000                  4.8081045411031592E+012                  1.2681973901825517E+001                  1.0599938260313779E+000                  0.0000000000000000E+000                  7.8310199568307546E+000                  5.7290350374954881E+000                  2.2023061286763017E+001                  2.2023061286763017E+001                  5.7290350374954881E+000                  7.8310199568307546E+000                  1.3398559478704759E+000                  5.0000000000000000E-001                  4.0592835565155978E+000                  0.0000000000000000E+000                  9.8051621055192195E-001                  1.0946708079783633E-004                  7.9964331624092489E-004                  2.6344671527306373E-003                  9.3761890121718434E-003                  1.1161866945786119E+000                  8.4323682411661993E-001                  2.8993490507280347E+006                                        0                                        5 
                                    3680                                     1627                  1.0684008101074253E+009                  6.1737604696234413E+010                  3.2914458085728695E+000                  2.0000000000000000E+000                  3.3599535906024649E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999046655070156E-001                  1.9479297123743256E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999046655070156E-001                  1.9479013561519970E-001                  7.4214657807289447E-002                  2.6707616675941376E-002                  2.9403271522129732E+000                 -4.0186395449959891E+000                 -5.4762334544901048E+000                  2.9403272016101174E+000                 -7.9232772628276005E-001                  2.9402467682109741E+000                 -4.0186395449959891E+000                  7.6528467987761925E+032                  7.6544229850769056E+032                  7.6803437734759848E+032                  7.6855009465470833E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  3.8527635047050085E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.5460822172129569E+003                  3.7756146097840942E+003                  3.5769876579284614E+000                  2.9440869796884566E+000                  1.8407213348518017E+000                  4.8210688998899541E+012                  1.2683143338209451E+001                  1.0576549532635107E+000                  0.0000000000000000E+000                  7.8312801122446016E+000                  5.7296973827826001E+000                  2.2024104606610528E+001                  2.2024104606610528E+001                  5.7296973827826001E+000                  7.8312801122446016E+000                  1.3398559486891097E+000                  5.0000000000000011E-001                  4.0592835640296174E+000                  0.0000000000000000E+000                  9.8051620782790139E-001                  1.0946970250266917E-004                  7.9964340368273985E-004                  2.6344671527306373E-003                  9.3761890121718434E-003                  1.1160262348413073E+000                  8.4339753923530625E-001                  2.3540657883394244E+006                                        0                                        5 
                                    3690                                     1621                  1.0684188451895591E+009                  5.5806026049601479E+010                  3.2475771303968970E+000                  2.0000000000000000E+000                  3.3599535906024649E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999046655070156E-001                  1.9490410904663213E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999046655070156E-001                  1.9484146564463217E-001                  7.4214657807289530E-002                  2.6707616675941459E-002                  2.9417810500339576E+000                 -4.0066674033846326E+000                 -5.4678323493389396E+000                  2.9417811006281012E+000                 -7.8966191333556435E-001                  2.9417004413832522E+000                 -4.0066674033846326E+000                  7.6574376754565670E+032                  7.6590167058229630E+032                  7.6849504762534420E+032                  7.6900574554708265E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  3.8550961603756217E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.5367615171956218E+003                  3.7744596756233718E+003                  3.5768547899544747E+000                  2.9456605613256102E+000                  1.8417738616183530E+000                  4.8327670865186533E+012                  1.2684195864976003E+001                  1.0555498997304085E+000                  0.0000000000000000E+000                  7.8315374536683375E+000                  5.7303518499416839E+000                  2.2025135513833561E+001                  2.2025135513833561E+001                  5.7303518499416839E+000                  7.8315374536683375E+000                  1.3398559495145559E+000                  5.0000000000000000E-001                  4.0592835716061613E+000                  0.0000000000000000E+000                  9.8051620508110360E-001                  1.0947234714492333E-004                  7.9964349116956102E-004                  2.6344671527306373E-003                  9.3761890121718434E-003                  1.1158676771124612E+000                  8.4355634935148616E-001                  3.8003401578149002E+005                                        0                                        5 
                                    3700                                     1621                  1.0684367037510406E+009                  5.2917999301196365E+010                  3.2244994491393153E+000                  2.0000000000000000E+000                  3.3599535906024649E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999046655070156E-001                  1.9501507552453323E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999183211346399E-001                  1.9499545573292959E-001                  7.4214657807289530E-002                  2.6707616675941459E-002                  2.9432206430705321E+000                 -3.9947536979987031E+000                 -5.4594772826061586E+000                  2.9432206948855777E+000                 -7.8639959187668296E-001                  2.9431396953638038E+000                 -3.9947536979987031E+000                  7.6620220762263003E+032                  7.6635600821808690E+032                  7.6894644529879894E+032                  7.6945769554954213E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  3.8573446480581297E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.5278907233382163E+003                  3.7732417049800470E+003                  3.5767146259740961E+000                  2.9471497977138030E+000                  1.8427988077732056E+000                  4.8441860104022549E+012                  1.2685220811130854E+001                  1.0535000074207026E+000                  0.0000000000000000E+000                  7.8317934099108388E+000                  5.7310021670309963E+000                  2.2026159877964876E+001                  2.2026159877964876E+001                  5.7310021670309963E+000                  7.8317934099108388E+000                  1.3398559503515715E+000                  5.0000000000000011E-001                  4.0592835792889010E+000                  0.0000000000000000E+000                  9.8051620229569647E-001                  1.0947502998622240E-004                  7.9964357920067814E-004                  2.6344671527306373E-003                  9.3761890121718434E-003                  1.1157100855553976E+000                  8.4371419181122742E-001                  1.9453583869980820E+006                                        0                                        5 
                                    3710                                     1619                  1.0684543886320151E+009                  5.2790498653699547E+010                  3.2234517972367627E+000                  2.0000000000000000E+000                  3.3599535906024649E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999046655070156E-001                  1.9512400843422714E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999183211346399E-001                  1.9498262322557147E-001                  7.4214657807289114E-002                  2.6707616675941043E-002                  2.9448463329347954E+000                 -3.9829158874036961E+000                 -5.4511817371470412E+000                  2.9448463859683822E+000                 -7.8573314714585363E-001                  2.9447655638400918E+000                 -3.9829158874036961E+000                  7.6665604490393761E+032                  7.6681058983514071E+032                  7.6939499706365333E+032                  7.6990480327015046E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  3.8596427347336243E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.5183935053832472E+003                  3.7720343083296771E+003                  3.5765756341847235E+000                  2.9487697797162697E+000                  1.8438867823531846E+000                  4.8563366558671016E+012                  1.2686308785710834E+001                  1.0513240582607448E+000                  0.0000000000000000E+000                  7.8320475733751849E+000                  5.7316477112020676E+000                  2.2027176702546541E+001                  2.2027176702546541E+001                  5.7316477112020676E+000                  7.8320475733751849E+000                  1.3398559512002708E+000                  5.0000000000000011E-001                  4.0592835870788866E+000                  0.0000000000000000E+000                  9.8051619947129864E-001                  1.0947775139931105E-004                  7.9964366777716511E-004                  2.6344671527306373E-003                  9.3761890121718434E-003                  1.1155534565921801E+000                  8.4387107016487428E-001                  3.6880331612108799E+005                                        0                                        5 
                                    3720                                     1623                  1.0684719477170848E+009                  5.5057180269033607E+010                  3.2417099983273840E+000                  2.0000000000000000E+000                  3.3599535906024649E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999046655070156E-001                  1.9523090902968571E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999101376031285E-001                  1.9523090902968571E-001                  7.4214657807288670E-002                  2.6707616675940599E-002                  2.9466398572858177E+000                 -3.9711237389013805E+000                 -5.4429246527317598E+000                  2.9466399115400685E+000                 -7.8594718044536138E-001                  2.9465594607249601E+000                 -3.9711237389013805E+000                  7.6710397531718616E+032                  7.6726057041643031E+032                  7.6984252839447861E+032                  7.7034905326432507E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  3.8619048420858404E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.5082666858878040E+003                  3.7708279871633449E+003                  3.5764367217639781E+000                  2.9505220290792216E+000                  1.8450407318761513E+000                  4.8692574256625078E+012                  1.2687462735233801E+001                  1.0490161592148117E+000                  0.0000000000000000E+000                  7.8323005906154828E+000                  5.7322901556645673E+000                  2.2028188622437298E+001                  2.2028188622437298E+001                  5.7322901556645673E+000                  7.8323005906154828E+000                  1.3398559520630002E+000                  5.0000000000000000E-001                  4.0592835949976438E+000                  0.0000000000000000E+000                  9.8051619660010148E-001                  1.0948051892535198E-004                  7.9964375713058669E-004                  2.6344671527306373E-003                  9.3761890121718434E-003                  1.1153973738177527E+000                  8.4402740144517174E-001                  1.9307132341383470E+006                                        0                                        5 
                                    3730                                     1617                  1.0684894664298370E+009                  5.4677870908022346E+010                  3.2387076282235125E+000                  2.0000000000000000E+000                  3.3599535906024649E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999046655070156E-001                  1.9533961435881220E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999046655070156E-001                  1.9527777089480797E-001                  7.4214657807288864E-002                  2.6707616675940793E-002                  2.9482412944851317E+000                 -3.9593005205492440E+000                 -5.4346517764958886E+000                  2.9482413500167226E+000                 -7.8499213577418669E-001                  2.9481610175064552E+000                 -3.9593005205492440E+000                  7.6755311305469027E+032                  7.6770802980669201E+032                  7.7028601492348509E+032                  7.7079439363773631E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  3.8641477738895091E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.4989459465826774E+003                  3.7695474204635930E+003                  3.5762892110561704E+000                  2.9521201258270646E+000                  1.8461348016656891E+000                  4.8815394682720830E+012                  1.2688556805023339E+001                  1.0468280196357358E+000                  0.0000000000000000E+000                  7.8325541386084332E+000                  5.7329333358249075E+000                  2.2029201695266408E+001                  2.2029201695266408E+001                  5.7329333358249075E+000                  7.8325541386084332E+000                  1.3398559529442073E+000                  4.9999999999999994E-001                  4.0592836030860013E+000                  0.0000000000000000E+000                  9.8051619366730103E-001                  1.0948334684921667E-004                  7.9964384770150681E-004                  2.6344671527306373E-003                  9.3761890121718434E-003                  1.1152410609619159E+000                  8.4418396314442223E-001                  1.9861921773426291E+006                                        0                                        5 
                                    3740                                     1630                  1.0685069649495790E+009                  5.0756144010784607E+010                  3.2063846538542111E+000                  2.0000000000000000E+000                  3.3599535906024649E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999046655070156E-001                  1.9545128433007097E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999046655070156E-001                  1.9540609596838898E-001                  7.4214657807288920E-002                  2.6707616675940848E-002                  2.9494883684403321E+000                 -3.9474148128488356E+000                 -5.4263407579091298E+000                  2.9494884253339357E+000                 -7.8028104548543153E-001                  2.9494074485367370E+000                 -3.9474148128488356E+000                  7.6800741596684446E+032                  7.6816207342700835E+032                  7.7074082393633207E+032                  7.7124618190171319E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  3.8664210325172049E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.4913698513508375E+003                  3.7685724549077299E+003                  3.5761768694722424E+000                  2.9534374121517293E+000                  1.8470181279958766E+000                  4.8914783016042783E+012                  1.2689440131353525E+001                  1.0450613669753612E+000                  0.0000000000000000E+000                  7.8328089163541783E+000                  5.7335786441573671E+000                  2.2030218128776948E+001                  2.2030218128776948E+001                  5.7335786441573671E+000                  7.8328089163541783E+000                  1.3398559538453556E+000                  5.0000000000000011E-001                  4.0592836113574027E+000                  0.0000000000000000E+000                  9.8051619066801787E-001                  1.0948623991086521E-004                  7.9964393961357819E-004                  2.6344671527306373E-003                  9.3761890121718434E-003                  1.1150843401370933E+000                  8.4434093350498740E-001                  2.1670176555540264E+006                                        0                                        5 
                                    3750                                     1631                  1.0685242964302481E+009                  4.9944433363817749E+010                  3.1993831231925256E+000                  2.0000000000000000E+000                  3.3599535906024649E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999046655070156E-001                  1.9556068851307060E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999046655070156E-001                  1.9548309101253764E-001                  7.4214657807289086E-002                  2.6707616675941015E-002                  2.9510079162603358E+000                 -3.9356015330918823E+000                 -5.4180867915763127E+000                  2.9510079745032729E+000                 -7.7864898728179299E-001                  2.9509269753885774E+000                 -3.9356015330918823E+000                  7.6845939775920650E+032                  7.6861360327388881E+032                  7.7118895950998135E+032                  7.7169207450554271E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  3.8686739897172512E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.4828070179337940E+003                  3.7674788445974264E+003                  3.5760508223137042E+000                  2.9549365003280030E+000                  1.8480197664010904E+000                  4.9027728196484844E+012                  1.2690441769758740E+001                  1.0430580901649333E+000                  0.0000000000000000E+000                  7.8330619677763327E+000                  5.7342193578195397E+000                  2.2031227304287341E+001                  2.2031227304287341E+001                  5.7342193578195397E+000                  7.8330619677763327E+000                  1.3398559547591546E+000                  4.9999999999999994E-001                  4.0592836197449129E+000                  0.0000000000000000E+000                  9.8051618762651982E-001                  1.0948917473563786E-004                  7.9964403210201957E-004                  2.6344671527306373E-003                  9.3761890121718434E-003                  1.1149285561280196E+000                  8.4449696560305687E-001                  2.5902566949245711E+006                                        0                                        5 
                                    3760                                     1623                  1.0685418282856290E+009                  5.9208726124252113E+010                  3.2732817502514702E+000                  2.0000000000000000E+000                  3.3599535906024649E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999046655070156E-001                  1.9566988916089612E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999046655070156E-001                  1.9563708110083494E-001                  7.4214657807289031E-002                  2.6707616675940959E-002                  2.9528076765008020E+000                 -3.9236139371655532E+000                 -5.4097179696622835E+000                  2.9528077361104037E+000                 -7.7879481575356180E-001                  2.9527270974572870E+000                 -3.9236139371655532E+000                  7.6891599788687425E+032                  7.6906950079072499E+032                  7.7163940490431186E+032                  7.7214299836727017E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  3.8709798308831622E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.4736240679603641E+003                  3.7662953328251310E+003                  3.5759143720766517E+000                  2.9565531845439730E+000                  1.8491010089831803E+000                  4.9149942301826699E+012                  1.2691523012340829E+001                  1.0408956050007536E+000                  0.0000000000000000E+000                  7.8333185680075594E+000                  5.7348689121198202E+000                  2.2032250380111311E+001                  2.2032250380111311E+001                  5.7348689121198202E+000                  7.8333185680075594E+000                  1.3398559557056438E+000                  5.0000000000000000E-001                  4.0592836284324845E+000                  0.0000000000000000E+000                  9.8051618447609690E-001                  1.0949221573302075E-004                  7.9964412716077460E-004                  2.6344671527306373E-003                  9.3761890121718434E-003                  1.1147703820317025E+000                  8.4465539160717240E-001                  3.9743088601729795E+006                                        0                                        5 
                                    3770                                     1630                  1.0685586710568132E+009                  4.9107794548373535E+010                  3.1920464631372107E+000                  2.0000000000000000E+000                  3.3599535906024649E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999046655070156E-001                  1.9577835378884539E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999046655070156E-001                  1.9576540617441590E-001                  7.4214657807288753E-002                  2.6707616675940682E-002                  2.9540858197031215E+000                 -3.9120123501466462E+000                 -5.4016241965401610E+000                  2.9540858807311281E+000                 -7.7695383906283855E-001                  2.9540051361540174E+000                 -3.9120123501466462E+000                  7.6936117608520750E+032                  7.6951316117972280E+032                  7.7207949689041723E+032                  7.7258083750992939E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  3.8731588507849368E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.4657980990126762E+003                  3.7652859015778358E+003                  3.5757979581631476E+000                  2.9579396672600700E+000                  1.8500270781682366E+000                  4.9254859153821113E+012                  1.2692449081525886E+001                  1.0390434666306410E+000                  0.0000000000000000E+000                  7.8335668020994698E+000                  5.7354961267614089E+000                  2.2033238286237069E+001                  2.2033238286237069E+001                  5.7354961267614089E+000                  7.8335668020994698E+000                  1.3398559566364336E+000                  4.9999999999999994E-001                  4.0592836369759491E+000                  0.0000000000000000E+000                  9.8051618137782148E-001                  1.0949520742182431E-004                  7.9964421992992916E-004                  2.6344671527306373E-003                  9.3761890121718434E-003                  1.1146178881677866E+000                  8.4480812840259700E-001                  6.3192003512774678E+006                                        0                                        5 
                                    3780                                     1620                  1.0685760277413924E+009                  5.8506834304523109E+010                  3.2681026327983251E+000                  2.0000000000000000E+000                  3.3599535906024649E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999046655070156E-001                  1.9588597420216411E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999046655070156E-001                  1.9588597420216411E-001                  7.4214657807288920E-002                  2.6707616675940848E-002                  2.9559650782359563E+000                 -3.9000669680757531E+000                 -5.3932982747536578E+000                  2.9559651406787339E+000                 -7.7692758839262344E-001                  2.9558847382384248E+000                 -3.9000669680757531E+000                  7.6981472848508522E+032                  7.6996826054649318E+032                  7.7252848031380777E+032                  7.7302926716916555E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  3.8754792287755957E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.4557855800765531E+003                  3.7638383399861277E+003                  3.5756309618435043E+000                  2.9597014994031499E+000                  1.8512419868790644E+000                  4.9392839113001436E+012                  1.2693663990236713E+001                  1.0366136492089857E+000                  0.0000000000000000E+000                  7.8338221246496040E+000                  5.7361421245550579E+000                  2.2034255713811486E+001                  2.2034255713811486E+001                  5.7361421245550579E+000                  7.8338221246496040E+000                  1.3398559576183640E+000                  5.0000000000000000E-001                  4.0592836459888240E+000                  0.0000000000000000E+000                  9.8051617810919789E-001                  1.0949836467260054E-004                  7.9964431704705665E-004                  2.6344671527306373E-003                  9.3761890121718434E-003                  1.1144601439769579E+000                  8.4496612370780932E-001                  2.7453196755759944E+006                                        0                                        5 
                                    3790                                     1628                  1.0685929829208438E+009                  5.8281907818903076E+010                  3.2664297925820596E+000                  2.0000000000000000E+000                  3.3599535906024649E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999046655070156E-001                  1.9599369890864371E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999046655070156E-001                  1.9599369890864371E-001                  7.4214657807288864E-002                  2.6707616675940793E-002                  2.9575500283074225E+000                 -3.8883191706006417E+000                 -5.3851164128608504E+000                  2.9575500922123772E+000                 -7.7639180832357058E-001                  2.9574698821791552E+000                 -3.8883191706006417E+000                  7.7025953019911489E+032                  7.7041215525373025E+032                  7.7296879138919568E+032                  7.7347091612565116E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  3.8776717829624885E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.4470625981977678E+003                  3.7627456732099663E+003                  3.5755048650235000E+000                  2.9612734334321180E+000                  1.8522801475335562E+000                  4.9511051620090098E+012                  1.2694702150891205E+001                  1.0345373279000016E+000                  0.0000000000000000E+000                  7.8340730993680445E+000                  5.7367761154517849E+000                  2.2035254240646985E+001                  2.2035254240646985E+001                  5.7367761154517849E+000                  7.8340730993680445E+000                  1.3398559586004142E+000                  4.9999999999999994E-001                  4.0592836550027958E+000                  0.0000000000000000E+000                  9.8051617484006004E-001                  1.0950152348796606E-004                  7.9964441342865412E-004                  2.6344671527306373E-003                  9.3761890121718434E-003                  1.1143054963808927E+000                  8.4512101757665625E-001                  1.9082741862063047E+006                                        0                                        5 
                                    3800                                     1630                  1.0686098569981570E+009                  5.7978197857326279E+010                  3.2641607449206007E+000                  2.0000000000000000E+000                  3.3599535906024649E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999046655070156E-001                  1.9610122107408556E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999142476079661E-001                  1.9610122107408556E-001                  7.4214657807288809E-002                  2.6707616675940737E-002                  2.9591084107855412E+000                 -3.8765805091607142E+000                 -5.3769469867576580E+000                  2.9591084761896527E+000                 -7.7460988642163353E-001                  2.9590282233901473E+000                 -3.8765805091607142E+000                  7.7070832371648276E+032                  7.7085861765528139E+032                  7.7341166949768435E+032                  7.7391063297363826E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  3.8799009298461518E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.4383752694264783E+003                  3.7616022785707833E+003                  3.5753728748525404E+000                  2.9628408539604947E+000                  1.8533278381396636E+000                  4.9630636105800078E+012                  1.2695749841497312E+001                  1.0324419466877870E+000                  0.0000000000000000E+000                  7.8343237019662562E+000                  5.7374088290831464E+000                  2.2036250740047706E+001                  2.2036250740047706E+001                  5.7374088290831464E+000                  7.8343237019662562E+000                  1.3398559596008213E+000                  5.0000000000000011E-001                  4.0592836641852648E+000                  0.0000000000000000E+000                  9.8051617150969683E-001                  1.0950474252585909E-004                  7.9964451086224863E-004                  2.6344671527306373E-003                  9.3761890121718434E-003                  1.1141510299516786E+000                  8.4527572998217493E-001                  1.5393445969114730E+006                                        0                                        5 
                                    3810                                     1626                  1.0686266396338593E+009                  5.7646391592489227E+010                  3.2616681604949007E+000                  2.0000000000000000E+000                  3.3599535906024649E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999046655070145E-001                  1.9620846441094750E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999088489098331E-001                  1.9609905136572631E-001                  7.4214657807288559E-002                  2.6707616675940488E-002                  2.9606746815562253E+000                 -3.8648565454095651E+000                 -5.3687948485474104E+000                  2.9606747484913045E+000                 -7.7378482348930144E-001                  2.9605946309120719E+000                 -3.8648565454095651E+000                  7.7115150749112722E+032                  7.7130364210788214E+032                  7.7385647018038193E+032                  7.7435237158289341E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  3.8821501275225412E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.4296813898800224E+003                  3.7603719090038508E+003                  3.5752307997257025E+000                  2.9644067160822134E+000                  1.8543949194541991E+000                  4.9752730772942197E+012                  1.2696816922811848E+001                  1.0303077840587160E+000                  0.0000000000000000E+000                  7.8345738139442407E+000                  5.7380399315172372E+000                  2.2037244687591631E+001                  2.2037244687591631E+001                  5.7380399315172372E+000                  7.8345738139442407E+000                  1.3398559606192475E+000                  4.9999999999999994E-001                  4.0592836735331197E+000                  0.0000000000000000E+000                  9.8051616811923226E-001                  1.0950802072909597E-004                  7.9964460929343294E-004                  2.6344671527306373E-003                  9.3761890121718434E-003                  1.1139968444757686E+000                  8.4543016097352996E-001                  1.3210470369583345E+006                                        0                                        5 
                                    3820                                     1609                  1.0686439911150122E+009                  6.8813885589854324E+010                  3.3385721139785680E+000                  2.0000000000000000E+000                  3.3599535906024649E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999046655070156E-001                  1.9631605822424703E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999046655070156E-001                  1.9630437148345609E-001                  7.4214657807288531E-002                  2.6707616675940460E-002                  2.9628227741475781E+000                 -3.8527387883013153E+000                 -5.3603767762769321E+000                  2.9628228426193379E+000                 -7.7587847599760729E-001                  2.9627435016216306E+000                 -3.8527387883013153E+000                  7.7160909653513452E+032                  7.7175776403288746E+032                  7.7430605019753933E+032                  7.7480527205535220E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  3.8844459432920808E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.4187166424054558E+003                  3.7588963513299836E+003                  3.5750603505432741E+000                  2.9664085176472428E+000                  1.8557367186015701E+000                  4.9906684850313789E+012                  1.2698158721959219E+001                  1.0276241857639741E+000                  0.0000000000000000E+000                  7.8348320519644101E+000                  5.7386922940987528E+000                  2.2038272059139867E+001                  2.2038272059139867E+001                  5.7386922940987528E+000                  7.8348320519644101E+000                  1.3398559616974988E+000                  4.9999999999999994E-001                  4.0592836834300980E+000                  0.0000000000000000E+000                  9.8051616452947687E-001                  1.0951149276558974E-004                  7.9964471269421329E-004                  2.6344671527306373E-003                  9.3761890121718434E-003                  1.1138368132802727E+000                  8.4559044682919449E-001                  1.1200340632969325E+006                                        0                                        5 
