phase,mag,mag_std,n
0.7675000000000001,-0.18891471285415334,0.004077960686807631,328
0.7725,-0.1818153663055192,0.00429442746483154,329
0.7775000000000001,-0.17472295745832084,0.004235334613986588,326
0.7825,-0.1677349731943093,0.0043037390203226064,331
0.7875000000000001,-0.16116340773484777,0.005348865823173227,320
0.7925,-0.15405362569552788,0.003885681927579338,318
0.7975000000000001,-0.14729337779391505,0.0041939046091048985,326
0.8025,-0.1406915857543891,0.014843219208737976,327
0.8075000000000001,-0.1339805938004578,0.0037096249821856647,319
0.8125,-0.12727862858643146,0.004243682223852169,336
0.8175000000000001,-0.1204261512871775,0.0043045728809072365,332
0.8225,-0.11397119810973749,0.004142922491345011,322
0.8275000000000001,-0.10744411046988975,0.0040695899084146935,326
0.8325,-0.1007671433245522,0.0040775272846438485,326
0.8374999999999999,-0.09402666571264615,0.0039046215475244737,316
0.8425,-0.0870829483245796,0.0039012048778318247,331
0.8474999999999999,-0.0807114792910279,0.0038328827865810582,325
0.8525,-0.0740033294098746,0.004138106092654652,331
0.8574999999999999,-0.06710133447270165,0.004200037703892661,326
0.8625,-0.0604329952412186,0.004324290478599437,331
0.8674999999999999,-0.053609991116362596,0.007105350573819626,326
0.8725,-0.0470313006272883,0.004207183685094402,320
0.8775,-0.0402135268829601,0.0037890716895532723,317
0.8825000000000001,-0.0334011183186444,0.00419688929880469,335
0.8875,-0.0267262948334712,0.005421365663573293,331
0.8925000000000001,-0.0199959507887119,0.004522076970153135,317
0.8975,-0.0131343737475644,0.005684086566127082,335
0.9025000000000001,-0.006839680704068,0.004201912916392633,334
0.9075,0.00028963790425195,0.004309894363465569,308
0.9125000000000001,0.0069034915911028,0.004202832471516838,328
0.9175,0.0134173978445397,0.00402218127290421,329
0.9225000000000001,0.0200576006144765,0.003910292656825913,328
0.9275,0.0271885634533397,0.007671757616972084,334
0.9325000000000001,0.0333456721913707,0.0040866194349899075,327
0.9375,0.040154556455262,0.004544898913004901,331
0.9425000000000001,0.0466260789157942,0.004284510237649902,327
0.9475,0.0528529104771296,0.0038893585049742563,319
0.9525000000000001,0.0593641585603626,0.004042791145513129,331
0.9575,0.0657395593551055,0.004188957946079904,329
0.9624999999999999,0.07165449114760986,0.005552365661791551,318
0.9675,0.0778229558670361,0.00830431181007408,334
0.9724999999999999,0.08377724746886145,0.004175527214243618,336
0.9775,0.08956272220419124,0.0042927586643241285,316
0.9824999999999999,0.0951633545767898,0.003911093576203634,330
0.9875,0.1008327935129481,0.0039914573138930065,329
0.9924999999999999,0.1061845018195872,0.0037138179687868414,318
0.9975,0.11177384309551794,0.003902888210127434,330
